"age","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","user_id","num_clicks","user_visit_frequency","avg_session_duration","session_duration_total","days_since_last_session","membership_days","bounce_rate","avg_click_rate","repeat_booking_count","num_flights","avg_num_bags","num_seats_booked","avg_km_flown","time_after_booking_days","flight_booking_rate","hotel_booking_rate","flight_discount_effectiveness","hotel_discount_effectiveness","money_spend_hotel","total_spent","customer_value","travel_type","user_perks"
"42","F","true","true","usa","cleveland","CLE","2023-01-20","542303","71","8","65.38","523","635 days 05:15:00","753","0.38","8.22","1","2","0.00","2.00","1214.05","11.00","0.13","0.13","0","0","828.00","1656.62","low_value_Customer","Couple","Free hotel night"
"23","F","false","false","usa","phoenix","LUF","2023-01-20","542316","97","8","90.00","720","583 days 10:20:00","753","0.00","8.15","2","0","","","","","0.00","0.25","0","0","1662.00","","low_value_Customer","Local","Free Meal"
"37","F","true","true","canada","quebec","YQB","2023-01-20","542326","105","8","97.75","782","645 days 11:33:00","753","0.38","7.79","3","5","0.00","1.00","2008.09","7.67","0.38","0.38","0","0","962.00","5487.60","low_value_Customer","Business","Free Priority Boarding"
"55","F","true","true","canada","gatineau","YND","2023-01-20","542334","124","8","114.13","913","609 days 07:43:00","753","0.25","8.24","2","2","1.00","1.00","3544.39","7.00","0.13","0.25","0","0","8543.00","9832.06","low_value_Customer","Solo","10% Discount on next trip"
"39","M","true","false","usa","columbus","CMH","2023-01-20","542358","132","8","123.00","984","609 days 08:15:00","753","0.25","8.07","3","4","0.00","1.00","2020.19","7.50","0.25","0.38","0","0","4335.00","7290.16","low_value_Customer","Solo","10% Discount on next trip"
"48","F","true","false","usa","atlanta","ATL","2023-01-20","542366","210","8","196.25","1570","649 days 01:32:00","753","0.13","7.97","3","5","0.67","1.00","911.95","5.67","0.38","0.38","0","1","699.40","2965.05","low_value_Customer","Business","Free Priority Boarding"
"44","M","false","false","usa","dallas","DAL","2023-01-20","542383","122","8","114.25","914","601 days 06:50:00","753","0.25","7.98","3","6","0.67","1.00","1929.47","11.33","0.38","0.38","0","0","658.00","6860.02","low_value_Customer","Business","Free Priority Boarding"
"49","M","false","false","usa","new york","LGA","2023-01-20","542418","159","7","258.14","1807","651 days 14:13:00","753","0.14","7.20","4","8","0.50","1.75","725.66","6.50","0.57","0.57","0","1","1376.20","7759.00","low_value_Customer","Local","Free Meal"
"36","F","true","false","usa","new york","LGA","2023-01-20","542451","114","9","95.56","860","624 days 02:26:00","753","0.33","7.90","2","4","1.00","1.00","3111.68","8.50","0.22","0.22","0","0","380.00","4582.72","low_value_Customer","Business","Free Priority Boarding"
"42","F","true","true","usa","san francisco","SFO","2023-01-20","542471","151","8","140.88","1127","586 days 03:20:00","753","0.00","8.01","4","8","0.50","1.00","3008.25","9.25","0.50","0.38","0","2","3440.95","19298.07","low_value_Customer","Solo","10% Discount on next trip"
"57","F","true","false","usa","san diego","SAN","2023-01-20","542482","124","8","116.25","930","576 days 05:06:00","753","0.25","8.00","1","2","1.00","1.00","1902.27","11.00","0.13","0.00","0","0","0.00","","low_value_Customer","Local","Free Meal"
"57","F","true","false","usa","austin","AUS","2023-01-20","542570","61","8","57.38","459","618 days 02:45:00","753","0.63","7.88","1","2","1.00","1.00","1790.39","5.00","0.13","0.13","0","0","252.00","907.32","low_value_Customer","Business","Free Priority Boarding"
"52","F","true","true","usa","cleveland","CLE","2023-01-20","542585","85","8","80.63","645","606 days 10:50:00","753","0.38","7.89","3","4","0.50","1.50","794.55","5.50","0.25","0.25","0","1","1674.40","3542.52","low_value_Customer","Family","Free Cancelation"
"40","F","true","true","usa","wichita","ICT","2023-01-20","542605","103","8","95.00","760","626 days 02:37:00","753","0.25","8.09","1","2","0.00","1.00","2108.84","7.00","0.13","0.13","0","0","588.00","1322.50","low_value_Customer","Business","Free Priority Boarding"
"19","F","true","true","usa","chicago","ORD","2023-01-20","542638","72","8","67.63","541","631 days 02:09:00","753","0.50","7.91","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"42","M","true","false","usa","new york","LGA","2023-01-20","542657","103","8","96.88","775","617 days 05:57:00","753","0.25","7.88","4","8","0.50","1.75","2411.09","6.75","0.50","0.38","3","0","417.00","22603.88","high_value_Customer","Local","Free Meal"
"27","F","false","false","usa","phoenix","PHX","2023-01-20","542658","174","8","162.63","1301","587 days 13:39:00","753","0.00","7.96","3","6","0.67","1.33","3237.37","8.67","0.38","0.13","1","0","274.00","13373.02","low_value_Customer","Local","Free Meal"
"32","F","false","true","usa","las vegas","LAS","2023-01-20","542663","193","8","179.25","1434","589 days 09:44:00","753","0.00","8.05","5","10","0.40","1.00","2712.29","8.80","0.63","0.63","0","1","2240.60","25158.70","high_value_Customer","Solo","10% Discount on next trip"
"56","F","false","false","usa","new york","LGA","2023-01-20","542670","149","8","138.63","1109","587 days 08:23:00","753","0.13","8.08","3","4","0.50","2.00","1747.12","9.50","0.25","0.38","0","0","21672.00","29433.60","high_value_Customer","Couple","Free hotel night"
"18","F","false","false","canada","calgary","YYC","2023-01-20","542706","106","8","98.88","791","623 days 10:33:00","753","0.25","8.10","1","0","","","","","0.00","0.13","0","0","930.00","","low_value_Customer","Local","Free Meal"
"44","F","true","false","usa","san diego","NZY","2023-01-20","542752","99","9","81.56","734","587 days 05:14:00","753","0.44","8.01","3","6","0.67","1.33","2016.69","7.33","0.33","0.33","1","0","959.00","10152.80","low_value_Customer","Local","Free Meal"
"39","F","false","false","usa","los angeles","LAX","2023-01-20","542760","151","8","140.00","1120","580 days 04:00:00","753","0.13","8.04","5","8","0.00","1.25","1550.89","7.25","0.50","0.63","0","0","8010.00","17282.96","low_value_Customer","Local","Free Meal"
"41","F","false","false","usa","phoenix","LUF","2023-01-20","542767","89","8","81.63","653","663 days 19:27:00","753","0.38","8.19","2","4","0.50","1.00","10753.08","86.50","0.25","0.25","0","1","1587.90","10951.38","high_value_Customer","Solo","10% Discount on next trip"
"50","F","true","true","canada","gatineau","YND","2023-01-20","542795","152","8","141.00","1128","604 days 02:08:00","753","0.38","8.01","4","8","0.25","1.00","891.49","7.00","0.50","0.50","1","0","1037.00","6099.72","low_value_Customer","Business","Free Priority Boarding"
"49","M","false","false","usa","long beach","LGB","2023-01-20","542796","144","8","133.00","1064","642 days 01:40:00","753","0.13","8.14","4","7","0.75","1.75","2938.38","4.50","0.50","0.25","1","0","308.00","27609.12","high_value_Customer","Local","Free Meal"
"33","F","false","false","usa","new york","JFK","2023-01-20","542805","141","8","131.50","1052","615 days 03:53:00","753","0.00","8.06","4","8","1.00","1.00","2095.13","5.25","0.50","0.50","1","0","1846.00","13890.48","low_value_Customer","Solo","10% Discount on next trip"
"26","F","false","false","usa","new york","JFK","2023-01-20","542812","207","9","170.44","1534","575 days 16:46:00","753","0.22","7.98","1","0","","","","","0.00","0.11","0","1","908.80","","low_value_Customer","Local","Free Meal"
"18","F","false","false","usa","riverside","RIV","2023-01-20","542815","89","8","83.75","670","608 days 05:14:00","753","0.63","7.87","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"37","F","false","false","canada","winnipeg","YAV","2023-01-20","542825","138","8","128.75","1030","685 days 19:06:00","753","0.25","7.89","4","7","0.50","1.00","1762.67","5.75","0.50","0.50","1","0","1979.00","10527.26","low_value_Customer","Business","Free Priority Boarding"
"55","F","true","true","usa","mobile","BFM","2023-01-20","542843","113","8","103.63","829","646 days 07:09:00","753","0.00","8.20","2","4","1.50","2.00","1827.17","7.50","0.25","0.25","0","0","5118.00","9894.12","low_value_Customer","Couple","Free hotel night"
"35","F","false","false","usa","columbus","LCK","2023-01-20","542850","113","8","105.75","846","594 days 10:37:00","753","0.38","8.04","4","7","0.25","1.00","1245.29","7.75","0.50","0.38","0","0","3296.00","7770.82","low_value_Customer","Solo","10% Discount on next trip"
"22","M","false","false","canada","montreal","YUL","2023-01-20","542857","120","8","111.13","889","587 days 02:15:00","753","0.38","8.05","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"85","F","true","false","usa","milwaukee","MKE","2023-01-20","542874","85","7","89.71","628","655 days 04:08:00","753","0.71","7.85","1","2","1.00","2.00","1029.67","112.00","0.14","0.14","1","0","2400.00","3147.66","low_value_Customer","Couple","Free hotel night"
"39","F","false","false","usa","seattle","BFI","2023-01-20","542914","104","8","97.25","778","624 days 03:16:00","753","0.25","7.92","3","4","0.50","1.00","3699.99","8.50","0.25","0.25","0","0","4224.00","9571.12","low_value_Customer","Solo","10% Discount on next trip"
"37","F","true","true","canada","toronto","YYZ","2023-01-20","542918","165","8","153.50","1228","579 days 23:31:00","753","0.25","7.97","4","8","1.50","2.00","3528.90","60.75","0.50","0.38","1","0","1916.00","88639.76","high_value_Customer","Couple","Free hotel night"
"37","M","false","false","usa","houston","EFD","2023-01-20","542937","147","8","136.25","1090","682 days 03:37:00","753","0.38","8.12","5","10","0.40","1.40","1403.20","5.80","0.63","0.63","0","0","3707.00","25283.30","high_value_Customer","Local","Free Meal"
"25","F","false","false","canada","quebec","YQB","2023-01-20","542965","84","9","70.22","632","604 days 13:57:00","753","0.56","7.92","1","0","","","","","0.00","0.11","0","0","330.00","","low_value_Customer","Local","Free Meal"
"44","F","true","true","usa","san diego","NZY","2023-01-20","542976","122","8","113.75","910","596 days 07:06:00","753","0.38","8.05","3","4","1.00","1.00","3157.00","8.00","0.25","0.38","0","2","1328.20","5701.72","low_value_Customer","Solo","10% Discount on next trip"
"49","F","true","true","usa","buffalo","BUF","2023-01-20","543008","92","7","95.71","670","691 days 10:02:00","753","0.43","8.17","2","4","1.00","2.00","6819.15","102.50","0.29","0.14","0","0","365.00","29827.48","high_value_Customer","Couple","Free hotel night"
"48","F","false","false","usa","memphis","MEM","2023-01-20","543038","166","8","154.13","1233","583 days 20:51:00","753","0.25","8.17","3","6","0.00","1.00","1656.18","7.67","0.38","0.38","0","0","652.00","5939.56","low_value_Customer","Business","Free Priority Boarding"
"41","F","true","false","usa","seattle","SEA","2023-01-20","543052","158","8","147.25","1178","572 days 05:23:00","753","0.13","8.10","5","10","0.40","1.40","2482.77","5.60","0.63","0.38","0","1","738.00","34716.90","high_value_Customer","Local","Free Meal"
"54","F","true","false","usa","jacksonville","NZC","2023-01-20","543074","127","8","117.38","939","630 days 06:18:00","753","0.13","8.13","1","2","0.00","1.00","1535.96","8.00","0.13","0.13","1","0","268.00","848.52","low_value_Customer","Business","Free Priority Boarding"
"52","M","true","true","usa","newark","EWR","2023-01-20","543075","144","8","133.75","1070","583 days 05:52:00","753","0.13","8.01","1","2","1.00","1.00","2101.96","5.00","0.13","0.13","0","0","534.00","1356.80","low_value_Customer","Business","Free Priority Boarding"
"55","F","true","false","usa","louisville","LOU","2023-01-20","543081","155","8","144.00","1152","577 days 20:17:00","753","0.25","8.05","4","8","0.25","1.75","1684.69","10.00","0.50","0.50","0","1","6262.60","28609.88","high_value_Customer","Local","Free Meal"
"53","F","true","false","usa","new york","JFK","2023-01-20","543114","135","8","125.50","1004","611 days 07:49:00","753","0.13","8.05","5","8","0.50","1.00","2897.95","5.75","0.50","0.63","0","1","4240.90","19876.66","low_value_Customer","Solo","10% Discount on next trip"
"18","F","false","false","canada","toronto","YKZ","2023-01-20","543126","99","8","90.38","723","622 days 02:10:00","753","0.50","8.07","3","4","1.00","2.00","642.19","5.50","0.25","0.38","0","1","1369.50","3266.98","low_value_Customer","Couple","Free hotel night"
"47","F","true","false","usa","washington","DCA","2023-01-21","543165","142","9","117.11","1054","633 days 10:50:00","752","0.22","8.05","3","6","0.33","1.00","2203.02","7.67","0.33","0.22","1","1","324.90","7396.74","low_value_Customer","Business","Free Priority Boarding"
"39","F","true","false","usa","bakersfield","BFL","2023-01-21","543222","73","7","173.14","1212","601 days 04:59:00","752","0.29","6.88","3","6","1.00","1.33","2504.44","7.33","0.43","0.29","1","0","370.00","11034.58","low_value_Customer","Local","Free Meal"
"64","F","true","false","usa","denver","DEN","2023-01-21","543237","111","8","104.00","832","585 days 12:00:00","752","0.00","8.03","3","6","1.00","1.33","1765.36","9.33","0.38","0.25","1","0","1590.00","8336.22","low_value_Customer","Local","Free Meal"
"65","F","true","false","usa","lubbock","LBB","2023-01-21","543240","99","8","93.00","744","579 days 22:25:00","752","0.25","7.98","3","2","0.00","1.00","1651.25","6.00","0.13","0.38","0","0","3744.00","4318.34","low_value_Customer","Solo","10% Discount on next trip"
"41","F","false","false","usa","honolulu","HNL","2023-01-21","543271","87","9","72.67","654","657 days 02:38:00","752","0.44","7.93","2","4","1.00","1.50","8122.65","8.00","0.22","0.22","0","0","941.00","17929.68","high_value_Customer","Local","Free Meal"
"46","F","true","true","usa","omaha","OFF","2023-01-21","543273","167","9","137.67","1239","627 days 23:07:00","752","0.11","8.10","5","6","0.33","1.00","1355.06","5.67","0.33","0.56","0","0","20292.00","24822.24","low_value_Customer","Solo","10% Discount on next trip"
"49","F","false","true","usa","st. louis","STL","2023-01-21","543304","118","8","109.38","875","629 days 02:33:00","752","0.13","8.05","3","6","1.00","2.00","2239.31","10.00","0.38","0.38","0","1","2355.30","18177.00","high_value_Customer","Couple","Free hotel night"
"38","F","false","true","usa","houston","IAH","2023-01-21","543306","163","8","152.88","1223","611 days 07:46:00","752","0.25","8.01","3","4","1.00","1.00","2231.00","6.50","0.25","0.25","0","1","1273.20","4075.92","low_value_Customer","Solo","10% Discount on next trip"
"42","M","false","false","usa","houston","HOU","2023-01-21","543327","159","8","147.88","1183","643 days 01:20:00","752","0.13","8.04","4","8","0.25","1.00","2091.82","7.50","0.50","0.50","0","0","1391.00","13785.00","low_value_Customer","Business","Free Priority Boarding"
"28","F","false","false","canada","montreal","YMX","2023-01-21","543339","142","8","132.88","1063","599 days 07:23:00","752","0.13","8.01","3","6","0.33","1.00","3736.48","7.00","0.38","0.38","0","0","2774.00","15212.36","high_value_Customer","Solo","10% Discount on next trip"
"45","F","false","false","usa","wichita","ICT","2023-01-21","543352","130","8","120.13","961","572 days 17:24:00","752","0.25","8.11","4","5","0.67","1.00","1630.72","5.67","0.38","0.38","1","0","2521.00","5825.90","low_value_Customer","Business","Free Priority Boarding"
"44","F","false","false","usa","los angeles","LAX","2023-01-21","543375","180","9","149.67","1347","632 days 22:48:00","752","0.22","8.01","4","8","0.50","1.25","3398.03","8.75","0.44","0.44","1","0","1716.00","27748.16","high_value_Customer","Local","Free Meal"
